station_code,date,rainfall_mm,temperature_c,humidity,wind_speed
PRYJ,2025-12-13,0.0,5.1,77.8,6.4
DDU,2025-12-13,0.0,5.9,79.9,12.0
BSB,2025-12-13,0.0,5.3,85.5,15.9
GKP,2025-12-13,0.0,4.2,70.1,7.4
HWH,2025-12-13,0.0,5.2,72.9,7.0
BCT,2025-12-13,14.8,5.3,96.9,12.7
BRC,2025-12-13,0.0,7.0,91.6,6.7
RTM,2025-12-13,0.0,6.5,89.0,10.7
KOTA,2025-12-13,0.0,6.6,77.4,9.6
ST,2025-12-13,0.0,5.3,69.3,5.8
GZB,2025-12-13,0.0,6.1,83.7,8.0
ALJN,2025-12-13,0.0,4.4,88.1,7.1
TDL,2025-12-13,0.0,4.9,81.2,9.8
LKO,2025-12-13,0.0,5.7,76.9,8.4
AGC,2025-12-13,0.0,5.2,86.6,16.0
VGLJ,2025-12-13,0.0,6.1,77.0,8.0
BPL,2025-12-13,0.0,4.7,99.0,13.4
NGP,2025-12-13,0.0,7.5,96.0,12.0
MAS,2025-12-13,0.0,6.0,95.7,6.6
PPTA,2025-12-13,0.0,3.9,94.7,12.8
GHY,2025-12-13,0.0,5.5,74.0,8.6
ASR,2025-12-13,0.0,5.3,64.3,10.4
SBC,2025-12-13,3.8,5.8,87.2,15.2
DMM,2025-12-13,0.0,5.5,76.3,4.0
GTL,2025-12-13,0.0,7.1,64.5,5.3
SC,2025-12-13,0.0,7.1,69.8,11.2
NDLS,2025-12-14,0.0,5.4,90.7,12.5
CNB,2025-12-14,0.0,3.3,79.3,14.5
PRYJ,2025-12-14,6.0,3.1,92.5,2.0
DDU,2025-12-14,0.0,3.2,76.6,7.0
BSB,2025-12-14,0.0,4.4,78.0,6.5
GKP,2025-12-14,0.0,3.1,82.8,16.2
HWH,2025-12-14,0.0,5.3,80.0,12.2
BCT,2025-12-14,0.0,3.2,89.1,7.6
BRC,2025-12-14,0.0,4.3,91.2,15.8
RTM,2025-12-14,3.7,5.2,73.7,13.5
KOTA,2025-12-14,0.0,5.2,83.0,12.2
ST,2025-12-14,0.0,2.9,77.7,12.8
GZB,2025-12-14,0.0,3.5,92.5,10.5
ALJN,2025-12-14,0.0,3.0,90.8,5.1
TDL,2025-12-14,0.0,5.5,90.5,7.4
LKO,2025-12-14,0.0,3.8,98.6,8.5
AGC,2025-12-14,0.0,4.3,69.5,15.3
VGLJ,2025-12-14,0.0,4.0,85.7,12.8
BPL,2025-12-14,2.4,5.5,81.0,10.0
NGP,2025-12-14,0.0,3.5,99.0,12.1
MAS,2025-12-14,0.0,6.2,92.1,9.4
PPTA,2025-12-14,0.0,5.6,88.9,6.8
GHY,2025-12-14,0.0,4.7,92.3,15.6
ASR,2025-12-14,0.0,6.4,93.1,7.1
SBC,2025-12-14,0.0,6.3,75.4,19.3
DMM,2025-12-14,0.0,3.9,98.1,12.9
GTL,2025-12-14,0.0,5.2,99.0,9.9
SC,2025-12-14,0.0,4.4,91.9,14.7
NDLS,2025-12-15,0.0,3.9,82.1,11.8
CNB,2025-12-15,0.0,5.2,95.4,5.9
PRYJ,2025-12-15,0.0,2.7,81.1,14.1
DDU,2025-12-15,0.0,4.6,86.9,10.2
BSB,2025-12-15,0.0,2.5,84.4,14.5
GKP,2025-12-15,0.0,2.6,75.7,8.2
HWH,2025-12-15,0.0,5.7,71.6,8.7
BCT,2025-12-15,0.0,5.9,86.4,2.7
BRC,2025-12-15,0.0,3.3,77.0,10.8
RTM,2025-12-15,0.0,2.5,89.3,16.9
KOTA,2025-12-15,0.0,3.9,90.8,9.3
ST,2025-12-15,0.0,2.5,86.2,10.6
GZB,2025-12-15,0.0,3.0,80.5,10.9
ALJN,2025-12-15,0.0,5.5,80.1,11.1
TDL,2025-12-15,0.0,5.1,84.4,9.1
LKO,2025-12-15,0.0,2.9,83.1,13.0
AGC,2025-12-15,1.8,5.6,75.0,18.8
VGLJ,2025-12-15,0.0,6.0,68.2,8.0
BPL,2025-12-15,0.0,5.7,91.5,19.2
NGP,2025-12-15,0.0,2.6,82.8,8.7
MAS,2025-12-15,0.0,2.3,84.3,6.1
PPTA,2025-12-15,0.0,5.0,72.4,13.9
GHY,2025-12-15,0.0,3.3,85.9,3.0
ASR,2025-12-15,0.0,4.0,74.7,16.3
SBC,2025-12-15,0.0,3.3,97.7,6.8
DMM,2025-12-15,0.0,5.3,89.8,4.2
GTL,2025-12-15,0.0,4.5,80.1,21.9
SC,2025-12-15,0.0,4.5,88.0,8.1
NDLS,2025-12-16,37.3,0.8,71.8,9.0
CNB,2025-12-16,0.0,2.2,86.4,11.9
PRYJ,2025-12-16,0.0,1.7,90.8,8.9
DDU,2025-12-16,0.0,3.8,73.1,5.9
BSB,2025-12-16,0.0,0.4,65.6,7.8
GKP,2025-12-16,0.0,2.2,71.6,8.1
HWH,2025-12-16,0.0,1.8,88.9,5.3
BCT,2025-12-16,0.0,2.2,85.9,8.9
BRC,2025-12-16,0.0,3.3,88.4,12.3
RTM,2025-12-16,0.0,4.0,81.6,10.0
KOTA,2025-12-16,0.0,0.3,82.3,8.2
ST,2025-12-16,24.0,1.0,88.0,13.1
GZB,2025-12-16,41.9,3.0,72.4,15.2
ALJN,2025-12-16,0.0,3.9,75.9,10.6
TDL,2025-12-16,0.0,4.0,88.1,4.1
LKO,2025-12-16,0.0,3.3,83.3,15.4
AGC,2025-12-16,0.0,3.9,62.8,19.7
VGLJ,2025-12-16,0.0,2.1,65.3,11.2
BPL,2025-12-16,8.8,1.3,79.5,8.3
NGP,2025-12-16,0.0,2.9,85.2,16.6
MAS,2025-12-16,0.0,3.9,90.1,14.6
PPTA,2025-12-16,0.0,1.5,76.4,7.4
GHY,2025-12-16,38.4,2.1,98.5,18.4
ASR,2025-12-16,0.0,2.9,85.9,8.5
SBC,2025-12-16,0.0,3.1,77.2,12.9
DMM,2025-12-16,0.0,1.2,95.3,8.5
GTL,2025-12-16,0.0,3.6,99.0,12.6
SC,2025-12-16,0.0,1.2,85.8,11.3
NDLS,2025-12-17,0.0,2.8,75.1,12.9
CNB,2025-12-17,0.0,-0.0,75.7,8.0
PRYJ,2025-12-17,12.2,-0.0,75.9,9.9
DDU,2025-12-17,9.5,-0.4,87.2,8.6
BSB,2025-12-17,0.0,-1.0,88.2,12.3
GKP,2025-12-17,0.0,-0.8,97.1,9.9
HWH,2025-12-17,0.0,1.3,77.9,18.8
BCT,2025-12-17,1.3,-0.9,93.7,17.7
BRC,2025-12-17,6.3,1.1,83.3,12.9
RTM,2025-12-17,0.0,1.4,86.0,16.0
KOTA,2025-12-17,0.0,2.3,82.1,11.7
ST,2025-12-17,15.9,0.0,70.6,8.2
GZB,2025-12-17,0.0,-0.2,87.0,14.9
ALJN,2025-12-17,0.0,1.4,92.6,9.2
TDL,2025-12-17,0.0,-0.6,84.7,2.0
LKO,2025-12-17,0.0,0.7,85.4,5.4
AGC,2025-12-17,0.0,-0.1,99.0,5.6
VGLJ,2025-12-17,0.0,1.8,61.6,7.5
BPL,2025-12-17,0.0,0.4,97.0,9.9
NGP,2025-12-17,0.0,2.4,88.4,6.2
MAS,2025-12-17,22.0,0.1,94.5,13.2
PPTA,2025-12-17,0.0,-0.3,72.1,10.3
GHY,2025-12-17,0.0,0.1,80.8,8.0
ASR,2025-12-17,0.0,2.1,85.8,8.8
SBC,2025-12-17,0.0,2.8,86.8,6.0
DMM,2025-12-17,0.0,2.5,70.0,14.0
GTL,2025-12-17,11.4,1.1,99.0,11.6
SC,2025-12-17,0.0,2.1,85.9,3.1
NDLS,2025-12-18,0.0,4.7,99.0,9.5
CNB,2025-12-18,0.0,5.7,94.7,8.0
PRYJ,2025-12-18,0.0,4.5,83.7,4.1
DDU,2025-12-18,0.0,4.6,91.6,9.4
BSB,2025-12-18,0.0,3.4,95.8,10.0
GKP,2025-12-18,0.0,3.7,96.5,14.9
HWH,2025-12-18,0.0,7.1,84.6,7.7
BCT,2025-12-18,0.0,5.0,63.3,6.4
BRC,2025-12-18,0.0,5.1,99.0,8.5
RTM,2025-12-18,0.0,6.7,65.7,4.1
KOTA,2025-12-18,0.0,4.9,83.3,6.3
ST,2025-12-18,0.0,3.8,85.7,5.4
GZB,2025-12-18,0.0,3.4,83.2,18.1
ALJN,2025-12-18,0.0,7.3,80.8,9.5
TDL,2025-12-18,0.0,6.7,83.0,10.7
LKO,2025-12-18,0.0,7.4,89.7,11.0
AGC,2025-12-18,0.0,4.3,86.0,9.1
VGLJ,2025-12-18,0.0,5.5,92.3,6.1
BPL,2025-12-18,0.0,4.1,80.1,4.1
NGP,2025-12-18,0.0,4.3,88.9,12.7
MAS,2025-12-18,11.8,5.7,89.7,7.8
PPTA,2025-12-18,0.0,4.4,94.3,8.5
GHY,2025-12-18,0.0,3.9,89.4,7.0
ASR,2025-12-18,0.0,7.0,92.9,9.9
SBC,2025-12-18,0.0,5.4,99.0,12.9
DMM,2025-12-18,0.0,3.8,77.5,9.5
GTL,2025-12-18,0.0,6.5,87.6,6.9
SC,2025-12-18,0.0,6.9,80.3,14.5
NDLS,2025-12-19,0.0,7.3,92.6,9.0
CNB,2025-12-19,0.0,6.9,85.0,10.6
PRYJ,2025-12-19,0.0,5.6,90.6,12.5
DDU,2025-12-19,0.0,8.1,91.0,8.4
BSB,2025-12-19,0.0,8.5,86.1,14.0
GKP,2025-12-19,0.0,7.5,99.0,10.3
HWH,2025-12-19,0.0,6.9,79.6,6.8
BCT,2025-12-19,0.0,5.6,91.1,3.8
BRC,2025-12-19,0.0,7.4,91.2,12.6
RTM,2025-12-19,0.0,5.9,79.9,11.0
KOTA,2025-12-19,0.0,6.6,82.8,4.7
ST,2025-12-19,0.0,7.3,90.4,11.8
GZB,2025-12-19,0.0,6.2,80.7,18.7
ALJN,2025-12-19,0.0,8.6,85.1,2.6
TDL,2025-12-19,0.0,6.8,95.6,13.2
LKO,2025-12-19,0.0,8.3,94.1,6.1
AGC,2025-12-19,0.0,6.5,87.1,10.0
VGLJ,2025-12-19,0.0,7.8,83.3,15.4
BPL,2025-12-19,0.0,5.9,85.2,8.4
NGP,2025-12-19,0.0,7.0,80.9,5.8
MAS,2025-12-19,0.0,6.6,86.1,15.7
PPTA,2025-12-19,0.0,7.2,81.8,11.1
GHY,2025-12-19,0.0,7.8,83.1,9.7
ASR,2025-12-19,0.0,6.9,93.4,5.7
SBC,2025-12-19,0.0,8.0,70.2,14.2
DMM,2025-12-19,2.7,5.9,88.1,6.0
GTL,2025-12-19,0.0,5.6,68.5,12.9
SC,2025-12-19,0.3,5.1,76.4,14.5
NDLS,2025-12-20,0.0,7.2,93.1,2.0
CNB,2025-12-20,0.0,6.9,86.5,5.9
PRYJ,2025-12-20,0.0,5.4,84.1,18.8
DDU,2025-12-20,0.0,6.5,93.8,14.1
BSB,2025-12-20,0.0,6.2,83.1,14.1
GKP,2025-12-20,0.0,5.7,77.8,10.6
HWH,2025-12-20,13.8,7.6,86.3,7.6
BCT,2025-12-20,0.0,5.8,86.3,6.6
BRC,2025-12-20,9.5,6.0,93.6,13.1
RTM,2025-12-20,0.0,7.7,76.7,8.0
KOTA,2025-12-20,0.0,5.8,99.0,16.6
ST,2025-12-20,0.0,7.1,83.4,9.0
GZB,2025-12-20,0.0,4.2,82.8,14.6
ALJN,2025-12-20,0.0,7.8,95.3,11.6
TDL,2025-12-20,0.0,5.2,86.5,9.3
LKO,2025-12-20,0.0,5.7,99.0,4.7
AGC,2025-12-20,0.0,6.2,81.2,11.3
VGLJ,2025-12-20,0.0,7.2,69.9,7.8
BPL,2025-12-20,0.0,7.5,99.0,13.8
NGP,2025-12-20,0.0,4.4,79.4,7.6
MAS,2025-12-20,0.0,6.7,71.8,8.3
PPTA,2025-12-20,0.0,6.6,90.7,11.5
GHY,2025-12-20,0.0,6.2,81.1,6.3
ASR,2025-12-20,0.0,5.6,83.2,9.2
SBC,2025-12-20,0.0,5.5,93.1,10.9
DMM,2025-12-20,0.0,7.9,85.9,15.0
GTL,2025-12-20,0.0,4.9,99.0,11.5
SC,2025-12-20,0.0,4.9,89.0,9.5
NDLS,2025-12-21,0.0,5.9,76.6,13.6
CNB,2025-12-21,0.0,6.4,91.8,9.8
PRYJ,2025-12-21,22.2,5.0,89.4,10.7
DDU,2025-12-21,0.0,7.4,65.4,14.6
BSB,2025-12-21,0.0,7.8,61.9,16.6
GKP,2025-12-21,0.0,6.4,99.0,4.7
HWH,2025-12-21,2.8,4.7,79.2,11.2
BCT,2025-12-21,0.0,7.7,79.5,8.0
BRC,2025-12-21,0.0,4.2,87.9,13.8
RTM,2025-12-21,0.0,4.9,91.1,9.9
KOTA,2025-12-21,0.0,5.1,67.2,7.9
ST,2025-12-21,16.0,5.9,93.1,6.3
GZB,2025-12-21,0.0,4.4,87.1,9.3
ALJN,2025-12-21,0.0,7.3,99.0,9.3
TDL,2025-12-21,0.0,5.6,72.7,9.2
LKO,2025-12-21,8.9,8.0,91.7,18.8
AGC,2025-12-21,8.1,6.7,87.7,9.5
VGLJ,2025-12-21,0.0,7.1,92.8,5.5
BPL,2025-12-21,0.0,5.0,88.4,12.7
NGP,2025-12-21,0.0,5.7,72.0,9.3
MAS,2025-12-21,0.0,6.6,89.4,12.4
PPTA,2025-12-21,0.0,6.5,91.5,7.3
GHY,2025-12-21,0.0,6.0,80.3,8.3
ASR,2025-12-21,0.0,7.2,59.0,15.7
SBC,2025-12-21,0.0,6.4,83.6,14.3
DMM,2025-12-21,0.0,4.2,96.4,18.4
GTL,2025-12-21,0.0,6.7,74.1,12.0
SC,2025-12-21,0.0,7.1,84.0,10.2
NDLS,2025-12-22,0.0,2.5,91.8,7.5
CNB,2025-12-22,0.0,3.4,82.4,2.0
PRYJ,2025-12-22,0.0,3.3,79.1,17.1
DDU,2025-12-22,0.0,1.7,92.8,12.6
BSB,2025-12-22,0.0,1.7,93.5,10.0
GKP,2025-12-22,0.0,3.7,96.5,7.5
HWH,2025-12-22,0.0,2.3,83.4,9.3
BCT,2025-12-22,0.0,2.3,97.2,7.2
BRC,2025-12-22,0.0,1.3,82.4,8.0
RTM,2025-12-22,0.0,2.4,99.0,14.6
KOTA,2025-12-22,17.9,3.9,91.4,16.8
ST,2025-12-22,0.0,4.5,81.8,4.6
GZB,2025-12-22,30.9,2.9,88.9,7.1
ALJN,2025-12-22,25.9,2.9,85.8,14.7
TDL,2025-12-22,0.0,1.8,71.7,7.0
LKO,2025-12-22,0.0,2.9,94.4,10.7
AGC,2025-12-22,0.0,3.5,84.1,14.7
VGLJ,2025-12-22,0.0,4.4,94.3,10.8
BPL,2025-12-22,7.0,4.7,99.0,4.3
NGP,2025-12-22,0.0,4.1,99.0,11.9
MAS,2025-12-22,0.0,1.4,90.5,10.5
PPTA,2025-12-22,7.1,2.3,62.4,11.7
GHY,2025-12-22,0.0,1.2,68.8,12.5
ASR,2025-12-22,0.0,4.5,99.0,2.0
SBC,2025-12-22,0.0,1.3,78.0,9.2
DMM,2025-12-22,0.0,2.4,99.0,10.5
GTL,2025-12-22,0.0,1.1,80.6,14.2
SC,2025-12-22,0.0,3.3,81.2,7.0
NDLS,2025-12-23,0.0,1.8,91.1,14.6
CNB,2025-12-23,0.0,2.2,59.9,6.9
PRYJ,2025-12-23,0.0,3.1,87.2,9.3
DDU,2025-12-23,1.1,3.2,99.0,9.6
BSB,2025-12-23,0.0,0.9,68.1,13.7
GKP,2025-12-23,0.0,-0.1,90.5,8.1
HWH,2025-12-23,0.0,1.4,72.7,7.8
BCT,2025-12-23,0.0,2.9,85.5,9.2
BRC,2025-12-23,0.0,2.4,73.6,4.9
RTM,2025-12-23,26.5,2.5,90.1,7.5
KOTA,2025-12-23,20.8,0.7,82.2,14.2
ST,2025-12-23,0.0,2.6,80.6,13.4
GZB,2025-12-23,0.0,1.9,92.9,8.8
ALJN,2025-12-23,0.0,0.4,99.0,13.6
TDL,2025-12-23,0.0,0.5,97.0,13.4
LKO,2025-12-23,0.0,1.6,82.0,16.7
AGC,2025-12-23,0.0,2.0,94.7,10.9
VGLJ,2025-12-23,0.0,1.2,96.5,15.1
BPL,2025-12-23,0.0,2.2,95.9,9.8
NGP,2025-12-23,0.0,1.2,74.4,13.5
MAS,2025-12-23,0.0,2.0,87.6,5.8
PPTA,2025-12-23,29.7,1.0,93.7,11.3
GHY,2025-12-23,0.0,2.5,99.0,10.6
ASR,2025-12-23,0.0,3.6,90.1,10.8
SBC,2025-12-23,0.0,1.4,84.7,13.6
DMM,2025-12-23,0.0,1.6,84.0,5.3
GTL,2025-12-23,3.2,3.1,93.5,12.6
SC,2025-12-23,0.0,3.5,87.5,9.4
NDLS,2025-12-24,0.0,-2.1,89.7,10.9
CNB,2025-12-24,0.0,-2.4,70.9,3.2
PRYJ,2025-12-24,1.4,-4.6,96.1,12.3
DDU,2025-12-24,0.0,-1.3,91.4,10.6
BSB,2025-12-24,0.0,-4.6,81.9,10.8
GKP,2025-12-24,0.0,-1.8,83.6,8.5
HWH,2025-12-24,0.0,-3.2,89.1,9.1
BCT,2025-12-24,3.6,-3.8,60.7,13.3
BRC,2025-12-24,0.0,-4.1,74.3,3.8
RTM,2025-12-24,0.0,-2.8,93.1,9.1
KOTA,2025-12-24,0.0,-3.0,89.2,10.5
ST,2025-12-24,4.0,-2.1,65.5,8.8
GZB,2025-12-24,0.0,-2.4,91.2,8.5
ALJN,2025-12-24,0.0,-2.2,80.0,11.2
TDL,2025-12-24,0.0,-2.1,94.7,4.8
LKO,2025-12-24,0.0,-2.7,84.4,8.2
AGC,2025-12-24,0.0,-3.0,85.5,13.1
VGLJ,2025-12-24,0.0,-2.2,77.1,12.6
BPL,2025-12-24,0.0,-3.7,81.6,14.6
NGP,2025-12-24,0.0,-3.4,77.7,13.8
MAS,2025-12-24,0.0,-3.9,73.0,10.9
PPTA,2025-12-24,0.0,-4.0,91.8,7.2
GHY,2025-12-24,0.0,-5.1,63.9,8.3
ASR,2025-12-24,0.0,-1.8,85.6,8.9
SBC,2025-12-24,0.0,-3.8,79.9,13.6
DMM,2025-12-24,0.0,-1.5,97.6,14.8
GTL,2025-12-24,0.0,-4.2,90.0,12.5
SC,2025-12-24,0.0,-3.9,76.3,9.9
NDLS,2025-12-25,0.0,-5.8,86.4,11.3
CNB,2025-12-25,0.0,-5.4,88.1,10.3
PRYJ,2025-12-25,12.9,-6.6,99.0,13.5
DDU,2025-12-25,11.0,-5.2,93.8,4.5
BSB,2025-12-25,0.0,-6.7,90.2,5.0
GKP,2025-12-25,0.0,-8.6,80.1,13.8
HWH,2025-12-25,0.0,-7.2,79.5,4.6
BCT,2025-12-25,0.0,-6.7,77.9,12.9
BRC,2025-12-25,0.0,-9.1,89.4,7.0
RTM,2025-12-25,18.1,-6.5,80.8,3.8
KOTA,2025-12-25,0.0,-6.5,77.8,9.6
ST,2025-12-25,0.0,-7.6,83.3,13.2
GZB,2025-12-25,0.0,-7.5,98.9,8.9
ALJN,2025-12-25,9.9,-6.7,85.4,4.5
TDL,2025-12-25,0.0,-7.0,67.3,8.8
LKO,2025-12-25,0.0,-8.2,82.2,5.1
AGC,2025-12-25,0.0,-8.4,63.4,8.5
VGLJ,2025-12-25,0.0,-7.7,99.0,11.7
BPL,2025-12-25,0.0,-5.6,88.4,9.5
NGP,2025-12-25,0.0,-9.1,82.0,12.1
MAS,2025-12-25,0.0,-8.1,73.8,18.2
PPTA,2025-12-25,0.0,-6.3,74.4,12.5
GHY,2025-12-25,0.0,-5.4,75.2,10.6
ASR,2025-12-25,0.0,-8.6,92.3,3.8
SBC,2025-12-25,0.0,-5.9,76.2,6.7
DMM,2025-12-25,21.2,-5.3,77.6,2.2
GTL,2025-12-25,0.0,-6.3,90.6,2.5
SC,2025-12-25,0.1,-6.2,74.1,9.5
NDLS,2025-12-26,0.0,-3.4,71.5,8.8
CNB,2025-12-26,0.2,-3.9,89.4,7.0
PRYJ,2025-12-26,7.1,-5.8,91.3,9.8
DDU,2025-12-26,0.0,-2.3,75.1,19.0
BSB,2025-12-26,0.0,-4.6,99.0,17.4
GKP,2025-12-26,29.0,-5.1,79.3,2.6
HWH,2025-12-26,0.0,-5.6,77.5,12.1
BCT,2025-12-26,0.0,-3.8,87.8,9.0
BRC,2025-12-26,0.0,-4.4,81.0,5.5
RTM,2025-12-26,0.0,-2.6,82.3,8.8
KOTA,2025-12-26,0.0,-2.6,97.9,11.7
ST,2025-12-26,25.5,-5.5,90.3,16.0
GZB,2025-12-26,0.0,-3.0,78.4,15.3
ALJN,2025-12-26,0.0,-5.1,88.1,9.8
TDL,2025-12-26,0.0,-4.7,81.9,15.5
LKO,2025-12-26,0.0,-2.4,82.7,16.7
AGC,2025-12-26,0.0,-5.2,99.0,8.2
VGLJ,2025-12-26,0.0,-3.6,83.5,2.7
BPL,2025-12-26,0.0,-5.9,84.8,10.4
NGP,2025-12-26,0.0,-6.0,96.7,16.4
MAS,2025-12-26,0.0,-2.9,92.7,14.3
PPTA,2025-12-26,0.0,-4.8,83.4,5.4
GHY,2025-12-26,0.0,-2.5,88.1,14.6
ASR,2025-12-26,0.0,-5.3,59.8,10.6
SBC,2025-12-26,0.0,-5.6,68.0,7.1
DMM,2025-12-26,0.0,-2.4,86.9,16.4
GTL,2025-12-26,0.0,-3.2,85.5,12.8
SC,2025-12-26,0.0,-2.7,88.0,7.3
NDLS,2025-12-27,0.0,-1.6,89.9,5.3
CNB,2025-12-27,0.0,2.3,85.3,15.4
PRYJ,2025-12-27,0.0,0.4,87.2,11.2
DDU,2025-12-27,0.0,-0.4,82.0,4.1
BSB,2025-12-27,0.0,0.3,83.1,13.6
GKP,2025-12-27,0.0,-1.6,89.2,5.5
HWH,2025-12-27,0.0,-1.5,67.6,7.2
BCT,2025-12-27,0.0,2.0,83.2,9.5
BRC,2025-12-27,0.0,0.9,84.0,10.2
RTM,2025-12-27,0.0,-1.1,89.6,8.5
KOTA,2025-12-27,0.0,-1.4,76.0,12.3
ST,2025-12-27,0.0,0.8,94.2,7.9
GZB,2025-12-27,0.0,0.8,99.0,16.2
ALJN,2025-12-27,0.0,-1.0,74.3,3.3
TDL,2025-12-27,0.0,1.4,83.6,11.2
LKO,2025-12-27,0.0,0.0,99.0,18.0
AGC,2025-12-27,0.0,-1.4,92.0,8.6
VGLJ,2025-12-27,0.0,1.1,97.2,10.6
BPL,2025-12-27,0.0,1.9,72.4,5.1
NGP,2025-12-27,0.0,-1.5,81.6,14.1
MAS,2025-12-27,0.0,1.3,75.1,8.6
PPTA,2025-12-27,0.0,1.2,99.0,11.7
GHY,2025-12-27,0.0,-1.2,99.0,12.2
ASR,2025-12-27,23.1,2.3,82.2,6.1
SBC,2025-12-27,0.0,1.8,99.0,10.7
DMM,2025-12-27,0.0,1.2,86.9,9.1
GTL,2025-12-27,0.0,0.3,88.3,2.0
SC,2025-12-27,0.0,2.2,93.3,12.4
NDLS,2025-12-28,0.0,-0.1,96.0,10.8
CNB,2025-12-28,0.0,0.5,82.2,14.5
PRYJ,2025-12-28,0.0,-1.8,98.2,8.8
DDU,2025-12-28,6.8,-1.7,87.5,8.4
BSB,2025-12-28,0.0,-1.7,82.5,8.1
GKP,2025-12-28,0.0,0.4,91.6,10.9
HWH,2025-12-28,0.0,-0.0,82.0,8.1
BCT,2025-12-28,0.0,0.8,99.0,14.8
BRC,2025-12-28,15.3,-1.1,82.0,18.0
RTM,2025-12-28,0.0,0.8,92.0,8.5
KOTA,2025-12-28,0.0,0.4,81.8,8.3
ST,2025-12-28,0.0,-0.1,80.2,14.8
GZB,2025-12-28,0.0,0.4,93.1,9.1
ALJN,2025-12-28,0.0,-1.8,78.3,14.3
TDL,2025-12-28,0.0,-2.6,86.6,5.5
LKO,2025-12-28,0.5,-1.7,84.1,16.4
AGC,2025-12-28,0.0,-1.4,91.2,11.4
VGLJ,2025-12-28,0.0,-1.5,99.0,15.7
BPL,2025-12-28,0.0,-0.8,99.0,8.1
NGP,2025-12-28,4.3,-1.7,82.7,9.8
MAS,2025-12-28,0.0,0.5,77.6,10.6
PPTA,2025-12-28,0.0,-2.1,90.4,10.5
GHY,2025-12-28,0.0,1.2,92.7,8.3
ASR,2025-12-28,0.0,1.2,91.2,12.6
SBC,2025-12-28,0.0,-1.3,90.1,13.6
DMM,2025-12-28,0.0,-2.7,80.9,7.8
GTL,2025-12-28,2.5,0.9,94.4,3.9
SC,2025-12-28,0.0,-0.6,80.1,7.5
NDLS,2025-12-29,0.0,1.9,84.5,12.6
CNB,2025-12-29,0.0,0.1,96.8,4.8
PRYJ,2025-12-29,0.0,1.0,76.6,5.1
DDU,2025-12-29,0.0,1.7,84.9,5.6
BSB,2025-12-29,0.0,0.3,88.8,6.0
GKP,2025-12-29,0.0,3.7,98.3,3.3
HWH,2025-12-29,11.7,3.3,71.7,8.3
BCT,2025-12-29,11.9,1.5,76.6,5.6
BRC,2025-12-29,0.0,0.4,99.0,9.0
RTM,2025-12-29,0.0,2.2,91.1,6.9
KOTA,2025-12-29,12.4,0.4,78.4,6.0
ST,2025-12-29,0.0,1.8,93.7,15.9
GZB,2025-12-29,0.0,2.5,74.9,5.3
ALJN,2025-12-29,0.0,1.6,85.9,6.0
TDL,2025-12-29,0.0,3.3,80.3,4.6
LKO,2025-12-29,0.0,1.9,99.0,10.4
AGC,2025-12-29,0.0,0.3,80.8,3.8
VGLJ,2025-12-29,0.0,2.4,82.2,8.3
BPL,2025-12-29,0.0,0.8,77.6,8.5
NGP,2025-12-29,0.0,2.1,73.2,14.1
MAS,2025-12-29,0.0,2.1,93.9,14.9
PPTA,2025-12-29,0.0,3.4,68.4,17.5
GHY,2025-12-29,0.0,2.5,83.7,4.7
ASR,2025-12-29,0.0,3.4,74.0,9.7
SBC,2025-12-29,0.0,1.5,71.5,4.2
DMM,2025-12-29,0.0,3.9,88.4,7.7
GTL,2025-12-29,1.1,0.1,80.5,8.4
SC,2025-12-29,0.0,0.9,70.5,11.4
NDLS,2025-12-30,0.0,0.6,87.3,12.4
CNB,2025-12-30,0.0,-0.7,79.3,13.5
PRYJ,2025-12-30,0.0,-1.1,98.9,9.2
DDU,2025-12-30,0.0,0.6,75.7,10.3
BSB,2025-12-30,0.0,-0.1,85.3,9.4
GKP,2025-12-30,0.0,1.1,91.1,8.7
HWH,2025-12-30,0.0,1.1,74.9,10.7
BCT,2025-12-30,0.0,-0.3,91.6,13.0
BRC,2025-12-30,16.6,1.2,85.5,9.3
RTM,2025-12-30,0.0,0.1,68.5,6.0
KOTA,2025-12-30,0.0,0.0,99.0,5.8
ST,2025-12-30,0.0,1.0,79.3,8.1
GZB,2025-12-30,0.0,-2.5,82.1,8.2
ALJN,2025-12-30,0.0,-1.3,99.0,6.2
TDL,2025-12-30,0.0,-2.2,63.8,10.0
LKO,2025-12-30,22.6,-1.3,77.8,11.5
AGC,2025-12-30,0.0,-2.2,77.0,17.0
VGLJ,2025-12-30,0.0,0.3,83.8,16.1
BPL,2025-12-30,26.1,-0.7,72.1,11.8
NGP,2025-12-30,0.0,1.2,88.4,11.4
MAS,2025-12-30,38.8,-1.5,92.2,8.4
PPTA,2025-12-30,6.3,-2.4,92.8,5.7
GHY,2025-12-30,1.8,-0.2,73.0,8.3
ASR,2025-12-30,0.0,0.7,84.7,6.4
SBC,2025-12-30,0.0,-2.1,90.6,8.4
DMM,2025-12-30,0.0,1.2,72.8,6.4
GTL,2025-12-30,0.0,-0.3,86.1,9.0
SC,2025-12-30,0.0,0.9,87.9,10.5
NDLS,2025-12-31,0.0,0.3,75.2,7.6
CNB,2025-12-31,0.0,0.4,93.6,6.7
PRYJ,2025-12-31,0.0,-1.4,99.0,4.3
DDU,2025-12-31,0.0,-1.2,93.3,9.6
BSB,2025-12-31,0.0,0.1,75.3,10.3
GKP,2025-12-31,0.0,-0.2,77.0,7.8
